case:concept:name;concept:name;start_timestamp;time:timestamp;org:resource
491;Ingresar datos vehiculo;2012-05-15 01:29:00;2012-05-15 01:29:00;Isabel
491;Revisar gases;2012-05-15 01:30:00;2012-05-15 01:33:00;Juan
491;Recibir pago cliente;2012-05-15 01:31:00;2012-05-15 01:34:00;Diego
491;Revisar luces;2012-05-15 01:31:00;2012-05-15 01:34:00;Juan
491;Revisar amortiguacion y direccion;2012-05-15 01:31:00;2012-05-15 01:34:00;Juan
491;Entregar boleta;2012-05-15 01:34:00;2012-05-15 01:34:00;Isabel
491;Revisar frenos;2012-05-15 01:37:00;2012-05-15 01:43:00;Juan
491;Firmar revision tecnica;2012-05-15 01:46:00;2012-05-15 01:46:00;Alejandro
491;Entregar papeles a cliente;2012-05-15 01:48:00;2012-05-15 01:51:00;Isabel
492;Ingresar datos vehiculo;2012-05-15 01:30:00;2012-05-15 01:30:00;Isabel
492;Revisar gases;2012-05-15 01:31:00;2012-05-15 01:34:00;Juan
492;Recibir pago cliente;2012-05-15 01:32:00;2012-05-15 01:34:00;Diego
492;Revisar amortiguacion y direccion;2012-05-15 01:32:00;2012-05-15 01:35:00;Luis
492;Revisar luces;2012-05-15 01:32:00;2012-05-15 01:34:00;Luis
492;Entregar boleta;2012-05-15 01:34:00;2012-05-15 01:34:00;Diego
492;Revisar frenos;2012-05-15 01:38:00;2012-05-15 01:42:00;Luis
492;Imprimir detalle defectos;2012-05-15 01:44:00;2012-05-15 01:44:00;Juan
492;Entregar papeles a cliente;2012-05-15 01:46:00;2012-05-15 01:50:00;Diego
493;Ingresar datos vehiculo;2012-05-15 01:31:00;2012-05-15 01:31:00;Isabel
493;Revisar gases;2012-05-15 01:33:00;2012-05-15 01:36:00;Juan
493;Revisar amortiguacion y direccion;2012-05-15 01:33:00;2012-05-15 01:36:00;Luis
493;Revisar luces;2012-05-15 01:33:00;2012-05-15 01:36:00;Hugo
493;Recibir pago cliente;2012-05-15 01:34:00;2012-05-15 01:35:00;Isabel
493;Entregar boleta;2012-05-15 01:35:00;2012-05-15 01:35:00;Diego
493;Revisar frenos;2012-05-15 01:39:00;2012-05-15 01:44:00;Luis
493;Firmar revision tecnica;2012-05-15 01:47:00;2012-05-15 01:47:00;Alejandro
493;Entregar papeles a cliente;2012-05-15 01:50:00;2012-05-15 01:54:00;Diego
494;Ingresar datos vehiculo;2012-05-15 01:29:00;2012-05-15 01:29:00;Isabel
494;Revisar gases;2012-05-15 01:30:00;2012-05-15 01:33:00;Hugo
494;Revisar luces;2012-05-15 01:31:00;2012-05-15 01:34:00;Paco
494;Revisar amortiguacion y direccion;2012-05-15 01:32:00;2012-05-15 01:34:00;Juan
494;Recibir pago cliente;2012-05-15 01:32:00;2012-05-15 01:34:00;Isabel
494;Entregar boleta;2012-05-15 01:35:00;2012-05-15 01:35:00;Isabel
494;Revisar frenos;2012-05-15 01:37:00;2012-05-15 01:43:00;Juan
494;Imprimir detalle defectos;2012-05-15 01:45:00;2012-05-15 01:45:00;Paco
494;Entregar papeles a cliente;2012-05-15 01:48:00;2012-05-15 01:52:00;Diego
495;Ingresar datos vehiculo;2012-05-15 01:30:00;2012-05-15 01:30:00;Diego
495;Revisar amortiguacion y direccion;2012-05-15 01:31:00;2012-05-15 01:33:00;Juan
495;Revisar gases;2012-05-15 01:31:00;2012-05-15 01:33:00;Juan
495;Recibir pago cliente;2012-05-15 01:32:00;2012-05-15 01:35:00;Diego
495;Revisar luces;2012-05-15 01:32:00;2012-05-15 01:35:00;Juan
495;Entregar boleta;2012-05-15 01:35:00;2012-05-15 01:35:00;Diego
495;Revisar frenos;2012-05-15 01:36:00;2012-05-15 01:41:00;Paco
495;Firmar revision tecnica;2012-05-15 01:44:00;2012-05-15 01:44:00;Alejandro
495;Entregar papeles a cliente;2012-05-15 01:47:00;2012-05-15 01:51:00;Isabel
496;Ingresar datos vehiculo;2012-05-15 01:32:00;2012-05-15 01:32:00;Diego
496;Revisar gases;2012-05-15 01:33:00;2012-05-15 01:36:00;Juan
496;Revisar amortiguacion y direccion;2012-05-15 01:34:00;2012-05-15 01:36:00;Paco
496;Revisar luces;2012-05-15 01:34:00;2012-05-15 01:36:00;Luis
496;Recibir pago cliente;2012-05-15 01:35:00;2012-05-15 01:37:00;Diego
496;Entregar boleta;2012-05-15 01:37:00;2012-05-15 01:37:00;Isabel
496;Revisar frenos;2012-05-15 01:39:00;2012-05-15 01:44:00;Juan
496;Firmar revision tecnica;2012-05-15 01:47:00;2012-05-15 01:47:00;Alejandro
496;Entregar papeles a cliente;2012-05-15 01:50:00;2012-05-15 01:52:00;Isabel
497;Ingresar datos vehiculo;2012-05-15 01:33:00;2012-05-15 01:33:00;Diego
497;Revisar gases;2012-05-15 01:34:00;2012-05-15 01:36:00;Luis
497;Revisar amortiguacion y direccion;2012-05-15 01:35:00;2012-05-15 01:37:00;Juan
497;Revisar luces;2012-05-15 01:36:00;2012-05-15 01:38:00;Hugo
497;Recibir pago cliente;2012-05-15 01:36:00;2012-05-15 01:38:00;Diego
497;Entregar boleta;2012-05-15 01:38:00;2012-05-15 01:38:00;Isabel
497;Revisar frenos;2012-05-15 01:40:00;2012-05-15 01:46:00;Juan
497;Firmar revision tecnica;2012-05-15 01:48:00;2012-05-15 01:48:00;Alejandro
497;Entregar papeles a cliente;2012-05-15 01:51:00;2012-05-15 01:53:00;Diego
498;Ingresar datos vehiculo;2012-05-15 01:34:00;2012-05-15 01:34:00;Diego
498;Revisar amortiguacion y direccion;2012-05-15 01:36:00;2012-05-15 01:38:00;Luis
498;Recibir pago cliente;2012-05-15 01:36:00;2012-05-15 01:37:00;Isabel
498;Revisar gases;2012-05-15 01:36:00;2012-05-15 01:39:00;Paco
498;Revisar luces;2012-05-15 01:37:00;2012-05-15 01:39:00;Hugo
498;Entregar boleta;2012-05-15 01:37:00;2012-05-15 01:37:00;Isabel
498;Revisar frenos;2012-05-15 01:43:00;2012-05-15 01:48:00;Hugo
498;Imprimir detalle defectos;2012-05-15 01:50:00;2012-05-15 01:50:00;Juan
498;Entregar papeles a cliente;2012-05-15 01:53:00;2012-05-15 01:56:00;Diego
499;Ingresar datos vehiculo;2012-05-15 01:37:00;2012-05-15 01:37:00;Diego
499;Revisar gases;2012-05-15 01:39:00;2012-05-15 01:41:00;Paco
499;Revisar amortiguacion y direccion;2012-05-15 01:39:00;2012-05-15 01:41:00;Hugo
499;Revisar luces;2012-05-15 01:40:00;2012-05-15 01:43:00;Paco
499;Recibir pago cliente;2012-05-15 01:40:00;2012-05-15 01:43:00;Diego
499;Entregar boleta;2012-05-15 01:43:00;2012-05-15 01:43:00;Isabel
499;Revisar frenos;2012-05-15 01:46:00;2012-05-15 01:51:00;Paco
499;Firmar revision tecnica;2012-05-15 01:53:00;2012-05-15 01:53:00;Alejandro
499;Entregar papeles a cliente;2012-05-15 01:56:00;2012-05-15 02:01:00;Diego
500;Ingresar datos vehiculo;2012-05-15 01:40:00;2012-05-15 01:40:00;Isabel
500;Revisar amortiguacion y direccion;2012-05-15 01:41:00;2012-05-15 01:44:00;Hugo
500;Revisar gases;2012-05-15 01:42:00;2012-05-15 01:44:00;Luis
500;Recibir pago cliente;2012-05-15 01:42:00;2012-05-15 01:45:00;Diego
500;Revisar luces;2012-05-15 01:43:00;2012-05-15 01:45:00;Hugo
500;Entregar boleta;2012-05-15 01:45:00;2012-05-15 01:45:00;Diego
500;Revisar frenos;2012-05-15 01:48:00;2012-05-15 01:53:00;Juan
500;Firmar revision tecnica;2012-05-15 01:55:00;2012-05-15 01:55:00;Alejandro
500;Entregar papeles a cliente;2012-05-15 01:59:00;2012-05-15 02:01:00;Isabel
501;Ingresar datos vehiculo;2012-05-15 01:44:00;2012-05-15 01:44:00;Diego
501;Revisar gases;2012-05-15 01:45:00;2012-05-15 01:48:00;Paco
501;Revisar amortiguacion y direccion;2012-05-15 01:45:00;2012-05-15 01:48:00;Luis
501;Revisar luces;2012-05-15 01:46:00;2012-05-15 01:49:00;Hugo
501;Recibir pago cliente;2012-05-15 01:47:00;2012-05-15 01:48:00;Isabel
501;Entregar boleta;2012-05-15 01:49:00;2012-05-15 01:49:00;Isabel
501;Revisar frenos;2012-05-15 01:51:00;2012-05-15 01:56:00;Paco
501;Firmar revision tecnica;2012-05-15 01:58:00;2012-05-15 01:58:00;Alejandro
501;Entregar papeles a cliente;2012-05-15 02:02:00;2012-05-15 02:06:00;Isabel
502;Ingresar datos vehiculo;2012-05-15 01:46:00;2012-05-15 01:46:00;Diego
502;Revisar gases;2012-05-15 01:47:00;2012-05-15 01:50:00;Luis
502;Revisar amortiguacion y direccion;2012-05-15 01:47:00;2012-05-15 01:50:00;Paco
502;Revisar luces;2012-05-15 01:48:00;2012-05-15 01:51:00;Juan
502;Recibir pago cliente;2012-05-15 01:49:00;2012-05-15 01:52:00;Diego
502;Revisar frenos;2012-05-15 01:52:00;2012-05-15 01:57:00;Hugo
502;Entregar boleta;2012-05-15 01:53:00;2012-05-15 01:53:00;Diego
502;Firmar revision tecnica;2012-05-15 01:59:00;2012-05-15 01:59:00;Alejandro
502;Entregar papeles a cliente;2012-05-15 02:03:00;2012-05-15 02:06:00;Isabel
503;Ingresar datos vehiculo;2012-05-15 01:50:00;2012-05-15 01:50:00;Diego
503;Recibir pago cliente;2012-05-15 01:51:00;2012-05-15 01:53:00;Diego
503;Revisar gases;2012-05-15 01:52:00;2012-05-15 01:54:00;Hugo
503;Revisar luces;2012-05-15 01:52:00;2012-05-15 01:55:00;Hugo
503;Revisar amortiguacion y direccion;2012-05-15 01:52:00;2012-05-15 01:55:00;Hugo
503;Entregar boleta;2012-05-15 01:54:00;2012-05-15 01:54:00;Isabel
503;Revisar frenos;2012-05-15 01:59:00;2012-05-15 02:04:00;Paco
503;Firmar revision tecnica;2012-05-15 02:06:00;2012-05-15 02:06:00;Alejandro
503;Entregar papeles a cliente;2012-05-15 02:09:00;2012-05-15 02:13:00;Diego
504;Ingresar datos vehiculo;2012-05-15 01:53:00;2012-05-15 01:53:00;Isabel
504;Revisar gases;2012-05-15 01:55:00;2012-05-15 01:57:00;Luis
504;Recibir pago cliente;2012-05-15 01:55:00;2012-05-15 01:56:00;Isabel
504;Revisar amortiguacion y direccion;2012-05-15 01:56:00;2012-05-15 01:59:00;Luis
504;Revisar luces;2012-05-15 01:56:00;2012-05-15 01:58:00;Paco
504;Entregar boleta;2012-05-15 01:57:00;2012-05-15 01:57:00;Isabel
504;Revisar frenos;2012-05-15 02:01:00;2012-05-15 02:05:00;Paco
504;Firmar revision tecnica;2012-05-15 02:08:00;2012-05-15 02:08:00;Alejandro
504;Entregar papeles a cliente;2012-05-15 02:11:00;2012-05-15 02:13:00;Diego
505;Ingresar datos vehiculo;2012-05-15 01:56:00;2012-05-15 01:56:00;Isabel
505;Recibir pago cliente;2012-05-15 01:57:00;2012-05-15 01:58:00;Diego
505;Revisar gases;2012-05-15 01:57:00;2012-05-15 01:59:00;Juan
505;Revisar amortiguacion y direccion;2012-05-15 01:58:00;2012-05-15 02:01:00;Paco
505;Entregar boleta;2012-05-15 01:59:00;2012-05-15 01:59:00;Diego
505;Revisar luces;2012-05-15 01:59:00;2012-05-15 02:01:00;Juan
505;Revisar frenos;2012-05-15 02:03:00;2012-05-15 02:09:00;Hugo
505;Imprimir detalle defectos;2012-05-15 02:10:00;2012-05-15 02:10:00;Juan
505;Entregar papeles a cliente;2012-05-15 02:13:00;2012-05-15 02:17:00;Isabel
506;Ingresar datos vehiculo;2012-05-15 01:55:00;2012-05-15 01:55:00;Isabel
506;Revisar gases;2012-05-15 01:57:00;2012-05-15 02:00:00;Luis
506;Revisar luces;2012-05-15 01:58:00;2012-05-15 02:00:00;Luis
506;Revisar amortiguacion y direccion;2012-05-15 01:58:00;2012-05-15 02:01:00;Juan
506;Recibir pago cliente;2012-05-15 01:58:00;2012-05-15 02:00:00;Isabel
506;Entregar boleta;2012-05-15 02:00:00;2012-05-15 02:00:00;Diego
506;Revisar frenos;2012-05-15 02:03:00;2012-05-15 02:08:00;Hugo
506;Firmar revision tecnica;2012-05-15 02:11:00;2012-05-15 02:11:00;Alejandro
506;Entregar papeles a cliente;2012-05-15 02:13:00;2012-05-15 02:14:00;Isabel
507;Ingresar datos vehiculo;2012-05-15 01:57:00;2012-05-15 01:57:00;Isabel
507;Revisar gases;2012-05-15 01:58:00;2012-05-15 02:00:00;Luis
507;Revisar amortiguacion y direccion;2012-05-15 01:59:00;2012-05-15 02:01:00;Paco
507;Recibir pago cliente;2012-05-15 01:59:00;2012-05-15 02:02:00;Diego
507;Revisar luces;2012-05-15 02:00:00;2012-05-15 02:02:00;Luis
507;Entregar boleta;2012-05-15 02:02:00;2012-05-15 02:02:00;Isabel
507;Revisar frenos;2012-05-15 02:04:00;2012-05-15 02:10:00;Juan
507;Firmar revision tecnica;2012-05-15 02:13:00;2012-05-15 02:13:00;Alejandro
507;Entregar papeles a cliente;2012-05-15 02:16:00;2012-05-15 02:20:00;Diego
508;Ingresar datos vehiculo;2012-05-15 02:01:00;2012-05-15 02:01:00;Isabel
508;Revisar gases;2012-05-15 02:03:00;2012-05-15 02:05:00;Hugo
508;Revisar amortiguacion y direccion;2012-05-15 02:04:00;2012-05-15 02:06:00;Paco
508;Revisar luces;2012-05-15 02:04:00;2012-05-15 02:07:00;Luis
508;Recibir pago cliente;2012-05-15 02:05:00;2012-05-15 02:07:00;Diego
508;Entregar boleta;2012-05-15 02:07:00;2012-05-15 02:07:00;Diego
508;Revisar frenos;2012-05-15 02:09:00;2012-05-15 02:14:00;Luis
508;Firmar revision tecnica;2012-05-15 02:17:00;2012-05-15 02:17:00;Alejandro
508;Entregar papeles a cliente;2012-05-15 02:19:00;2012-05-15 02:21:00;Isabel
509;Ingresar datos vehiculo;2012-05-15 02:01:00;2012-05-15 02:01:00;Diego
509;Revisar gases;2012-05-15 02:02:00;2012-05-15 02:04:00;Hugo
509;Revisar amortiguacion y direccion;2012-05-15 02:03:00;2012-05-15 02:05:00;Hugo
509;Revisar luces;2012-05-15 02:03:00;2012-05-15 02:05:00;Juan
509;Recibir pago cliente;2012-05-15 02:04:00;2012-05-15 02:05:00;Isabel
509;Entregar boleta;2012-05-15 02:06:00;2012-05-15 02:06:00;Isabel
509;Revisar frenos;2012-05-15 02:07:00;2012-05-15 02:12:00;Hugo
509;Firmar revision tecnica;2012-05-15 02:14:00;2012-05-15 02:14:00;Alejandro
509;Entregar papeles a cliente;2012-05-15 02:16:00;2012-05-15 02:21:00;Diego
510;Ingresar datos vehiculo;2012-05-15 02:00:00;2012-05-15 02:00:00;Isabel
510;Revisar gases;2012-05-15 02:02:00;2012-05-15 02:04:00;Paco
510;Revisar amortiguacion y direccion;2012-05-15 02:02:00;2012-05-15 02:05:00;Luis
510;Recibir pago cliente;2012-05-15 02:03:00;2012-05-15 02:05:00;Isabel
510;Revisar luces;2012-05-15 02:03:00;2012-05-15 02:05:00;Paco
510;Entregar boleta;2012-05-15 02:06:00;2012-05-15 02:06:00;Diego
510;Revisar frenos;2012-05-15 02:08:00;2012-05-15 02:13:00;Juan
510;Firmar revision tecnica;2012-05-15 02:15:00;2012-05-15 02:15:00;Alejandro
510;Entregar papeles a cliente;2012-05-15 02:18:00;2012-05-15 02:20:00;Diego
511;Ingresar datos vehiculo;2012-05-15 02:04:00;2012-05-15 02:04:00;Diego
511;Revisar gases;2012-05-15 02:06:00;2012-05-15 02:08:00;Paco
511;Revisar luces;2012-05-15 02:07:00;2012-05-15 02:09:00;Paco
511;Revisar amortiguacion y direccion;2012-05-15 02:07:00;2012-05-15 02:10:00;Paco
511;Recibir pago cliente;2012-05-15 02:08:00;2012-05-15 02:10:00;Diego
511;Entregar boleta;2012-05-15 02:11:00;2012-05-15 02:11:00;Diego
511;Revisar frenos;2012-05-15 02:13:00;2012-05-15 02:18:00;Paco
511;Firmar revision tecnica;2012-05-15 02:20:00;2012-05-15 02:20:00;Alejandro
511;Entregar papeles a cliente;2012-05-15 02:23:00;2012-05-15 02:28:00;Diego
512;Ingresar datos vehiculo;2012-05-15 02:05:00;2012-05-15 02:05:00;Diego
512;Revisar amortiguacion y direccion;2012-05-15 02:06:00;2012-05-15 02:09:00;Juan
512;Revisar gases;2012-05-15 02:07:00;2012-05-15 02:09:00;Paco
512;Recibir pago cliente;2012-05-15 02:07:00;2012-05-15 02:08:00;Diego
512;Revisar luces;2012-05-15 02:08:00;2012-05-15 02:10:00;Juan
512;Entregar boleta;2012-05-15 02:08:00;2012-05-15 02:08:00;Diego
512;Revisar frenos;2012-05-15 02:14:00;2012-05-15 02:20:00;Luis
512;Firmar revision tecnica;2012-05-15 02:22:00;2012-05-15 02:22:00;Alejandro
512;Entregar papeles a cliente;2012-05-15 02:26:00;2012-05-15 02:30:00;Isabel
513;Ingresar datos vehiculo;2012-05-15 02:07:00;2012-05-15 02:07:00;Diego
513;Revisar amortiguacion y direccion;2012-05-15 02:08:00;2012-05-15 02:11:00;Paco
513;Revisar gases;2012-05-15 02:09:00;2012-05-15 02:11:00;Paco
513;Revisar luces;2012-05-15 02:09:00;2012-05-15 02:12:00;Luis
513;Recibir pago cliente;2012-05-15 02:10:00;2012-05-15 02:12:00;Diego
513;Entregar boleta;2012-05-15 02:13:00;2012-05-15 02:13:00;Diego
513;Revisar frenos;2012-05-15 02:14:00;2012-05-15 02:20:00;Juan
513;Firmar revision tecnica;2012-05-15 02:23:00;2012-05-15 02:23:00;Alejandro
513;Entregar papeles a cliente;2012-05-15 02:26:00;2012-05-15 02:29:00;Diego
514;Ingresar datos vehiculo;2012-05-15 02:06:00;2012-05-15 02:06:00;Isabel
514;Revisar gases;2012-05-15 02:07:00;2012-05-15 02:10:00;Hugo
514;Revisar amortiguacion y direccion;2012-05-15 02:08:00;2012-05-15 02:10:00;Hugo
514;Revisar luces;2012-05-15 02:08:00;2012-05-15 02:10:00;Paco
514;Recibir pago cliente;2012-05-15 02:09:00;2012-05-15 02:12:00;Isabel
514;Revisar frenos;2012-05-15 02:11:00;2012-05-15 02:16:00;Juan
514;Entregar boleta;2012-05-15 02:12:00;2012-05-15 02:12:00;Diego
514;Firmar revision tecnica;2012-05-15 02:19:00;2012-05-15 02:19:00;Alejandro
514;Entregar papeles a cliente;2012-05-15 02:22:00;2012-05-15 02:26:00;Isabel
515;Ingresar datos vehiculo;2012-05-15 02:12:00;2012-05-15 02:12:00;Diego
515;Revisar gases;2012-05-15 02:14:00;2012-05-15 02:16:00;Juan
515;Revisar amortiguacion y direccion;2012-05-15 02:14:00;2012-05-15 02:16:00;Hugo
515;Recibir pago cliente;2012-05-15 02:14:00;2012-05-15 02:16:00;Isabel
515;Revisar luces;2012-05-15 02:14:00;2012-05-15 02:17:00;Luis
515;Entregar boleta;2012-05-15 02:16:00;2012-05-15 02:16:00;Diego
515;Revisar frenos;2012-05-15 02:20:00;2012-05-15 02:25:00;Juan
515;Firmar revision tecnica;2012-05-15 02:28:00;2012-05-15 02:28:00;Alejandro
515;Entregar papeles a cliente;2012-05-15 02:30:00;2012-05-15 02:32:00;Diego
516;Ingresar datos vehiculo;2012-05-15 02:11:00;2012-05-15 02:11:00;Isabel
516;Revisar gases;2012-05-15 02:12:00;2012-05-15 02:15:00;Luis
516;Revisar amortiguacion y direccion;2012-05-15 02:14:00;2012-05-15 02:16:00;Hugo
516;Recibir pago cliente;2012-05-15 02:14:00;2012-05-15 02:16:00;Diego
516;Revisar luces;2012-05-15 02:14:00;2012-05-15 02:16:00;Hugo
516;Entregar boleta;2012-05-15 02:17:00;2012-05-15 02:17:00;Diego
516;Revisar frenos;2012-05-15 02:20:00;2012-05-15 02:25:00;Hugo
516;Firmar revision tecnica;2012-05-15 02:28:00;2012-05-15 02:28:00;Alejandro
516;Entregar papeles a cliente;2012-05-15 02:30:00;2012-05-15 02:32:00;Isabel
517;Ingresar datos vehiculo;2012-05-15 02:13:00;2012-05-15 02:13:00;Isabel
517;Revisar gases;2012-05-15 02:15:00;2012-05-15 02:17:00;Paco
517;Revisar amortiguacion y direccion;2012-05-15 02:16:00;2012-05-15 02:18:00;Hugo
517;Revisar luces;2012-05-15 02:16:00;2012-05-15 02:18:00;Luis
517;Recibir pago cliente;2012-05-15 02:17:00;2012-05-15 02:18:00;Isabel
517;Entregar boleta;2012-05-15 02:19:00;2012-05-15 02:19:00;Isabel
517;Revisar frenos;2012-05-15 02:22:00;2012-05-15 02:26:00;Hugo
517;Firmar revision tecnica;2012-05-15 02:29:00;2012-05-15 02:29:00;Alejandro
517;Entregar papeles a cliente;2012-05-15 02:31:00;2012-05-15 02:34:00;Isabel
518;Ingresar datos vehiculo;2012-05-15 02:17:00;2012-05-15 02:17:00;Diego
518;Revisar amortiguacion y direccion;2012-05-15 02:19:00;2012-05-15 02:21:00;Juan
518;Revisar gases;2012-05-15 02:19:00;2012-05-15 02:22:00;Luis
518;Recibir pago cliente;2012-05-15 02:19:00;2012-05-15 02:21:00;Isabel
518;Revisar luces;2012-05-15 02:19:00;2012-05-15 02:22:00;Paco
518;Entregar boleta;2012-05-15 02:22:00;2012-05-15 02:22:00;Isabel
518;Revisar frenos;2012-05-15 02:25:00;2012-05-15 02:31:00;Paco
518;Firmar revision tecnica;2012-05-15 02:34:00;2012-05-15 02:34:00;Alejandro
518;Entregar papeles a cliente;2012-05-15 02:37:00;2012-05-15 02:40:00;Diego
519;Ingresar datos vehiculo;2012-05-15 02:19:00;2012-05-15 02:19:00;Isabel
519;Revisar gases;2012-05-15 02:20:00;2012-05-15 02:23:00;Luis
519;Revisar amortiguacion y direccion;2012-05-15 02:22:00;2012-05-15 02:24:00;Paco
519;Revisar luces;2012-05-15 02:22:00;2012-05-15 02:24:00;Luis
519;Recibir pago cliente;2012-05-15 02:22:00;2012-05-15 02:24:00;Diego
519;Entregar boleta;2012-05-15 02:25:00;2012-05-15 02:25:00;Diego
519;Revisar frenos;2012-05-15 02:26:00;2012-05-15 02:30:00;Hugo
519;Firmar revision tecnica;2012-05-15 02:33:00;2012-05-15 02:33:00;Alejandro
519;Entregar papeles a cliente;2012-05-15 02:36:00;2012-05-15 02:38:00;Isabel
520;Ingresar datos vehiculo;2012-05-15 02:20:00;2012-05-15 02:20:00;Isabel
520;Recibir pago cliente;2012-05-15 02:21:00;2012-05-15 02:23:00;Isabel
520;Revisar gases;2012-05-15 02:21:00;2012-05-15 02:24:00;Juan
520;Revisar amortiguacion y direccion;2012-05-15 02:22:00;2012-05-15 02:25:00;Juan
520;Revisar luces;2012-05-15 02:23:00;2012-05-15 02:26:00;Hugo
520;Entregar boleta;2012-05-15 02:24:00;2012-05-15 02:24:00;Diego
520;Revisar frenos;2012-05-15 02:28:00;2012-05-15 02:33:00;Juan
520;Firmar revision tecnica;2012-05-15 02:35:00;2012-05-15 02:35:00;Alejandro
520;Entregar papeles a cliente;2012-05-15 02:39:00;2012-05-15 02:42:00;Diego
521;Ingresar datos vehiculo;2012-05-15 02:24:00;2012-05-15 02:24:00;Diego
521;Revisar gases;2012-05-15 02:26:00;2012-05-15 02:28:00;Hugo
521;Recibir pago cliente;2012-05-15 02:26:00;2012-05-15 02:28:00;Diego
521;Revisar amortiguacion y direccion;2012-05-15 02:26:00;2012-05-15 02:29:00;Juan
521;Revisar luces;2012-05-15 02:27:00;2012-05-15 02:29:00;Luis
521;Entregar boleta;2012-05-15 02:29:00;2012-05-15 02:29:00;Diego
521;Revisar frenos;2012-05-15 02:33:00;2012-05-15 02:38:00;Juan
521;Imprimir detalle defectos;2012-05-15 02:40:00;2012-05-15 02:40:00;Juan
521;Entregar papeles a cliente;2012-05-15 02:44:00;2012-05-15 02:45:00;Diego
522;Ingresar datos vehiculo;2012-05-15 02:24:00;2012-05-15 02:24:00;Isabel
522;Revisar amortiguacion y direccion;2012-05-15 02:25:00;2012-05-15 02:27:00;Luis
522;Revisar gases;2012-05-15 02:25:00;2012-05-15 02:27:00;Hugo
522;Recibir pago cliente;2012-05-15 02:25:00;2012-05-15 02:28:00;Diego
522;Revisar luces;2012-05-15 02:27:00;2012-05-15 02:29:00;Luis
522;Entregar boleta;2012-05-15 02:28:00;2012-05-15 02:28:00;Diego
522;Revisar frenos;2012-05-15 02:30:00;2012-05-15 02:35:00;Juan
522;Firmar revision tecnica;2012-05-15 02:37:00;2012-05-15 02:37:00;Alejandro
522;Entregar papeles a cliente;2012-05-15 02:40:00;2012-05-15 02:44:00;Diego
523;Ingresar datos vehiculo;2012-05-15 02:29:00;2012-05-15 02:29:00;Isabel
523;Revisar amortiguacion y direccion;2012-05-15 02:30:00;2012-05-15 02:33:00;Hugo
523;Revisar gases;2012-05-15 02:30:00;2012-05-15 02:33:00;Juan
523;Revisar luces;2012-05-15 02:32:00;2012-05-15 02:35:00;Paco
523;Recibir pago cliente;2012-05-15 02:32:00;2012-05-15 02:34:00;Diego
523;Entregar boleta;2012-05-15 02:35:00;2012-05-15 02:35:00;Diego
523;Revisar frenos;2012-05-15 02:36:00;2012-05-15 02:42:00;Juan
523;Firmar revision tecnica;2012-05-15 02:45:00;2012-05-15 02:45:00;Alejandro
523;Entregar papeles a cliente;2012-05-15 02:47:00;2012-05-15 02:49:00;Isabel
524;Ingresar datos vehiculo;2012-05-15 02:32:00;2012-05-15 02:32:00;Isabel
524;Revisar gases;2012-05-15 02:34:00;2012-05-15 02:36:00;Juan
524;Revisar amortiguacion y direccion;2012-05-15 02:34:00;2012-05-15 02:36:00;Juan
524;Recibir pago cliente;2012-05-15 02:34:00;2012-05-15 02:35:00;Isabel
524;Revisar luces;2012-05-15 02:35:00;2012-05-15 02:37:00;Paco
524;Entregar boleta;2012-05-15 02:36:00;2012-05-15 02:36:00;Isabel
524;Revisar frenos;2012-05-15 02:41:00;2012-05-15 02:46:00;Juan
524;Firmar revision tecnica;2012-05-15 02:49:00;2012-05-15 02:49:00;Alejandro
524;Entregar papeles a cliente;2012-05-15 02:51:00;2012-05-15 02:53:00;Isabel
525;Ingresar datos vehiculo;2012-05-15 02:34:00;2012-05-15 02:34:00;Diego
525;Revisar amortiguacion y direccion;2012-05-15 02:35:00;2012-05-15 02:38:00;Paco
525;Revisar gases;2012-05-15 02:35:00;2012-05-15 02:38:00;Paco
525;Revisar luces;2012-05-15 02:37:00;2012-05-15 02:39:00;Luis
525;Recibir pago cliente;2012-05-15 02:38:00;2012-05-15 02:40:00;Isabel
525;Entregar boleta;2012-05-15 02:41:00;2012-05-15 02:41:00;Diego
525;Revisar frenos;2012-05-15 02:43:00;2012-05-15 02:47:00;Hugo
525;Firmar revision tecnica;2012-05-15 02:49:00;2012-05-15 02:49:00;Alejandro
525;Entregar papeles a cliente;2012-05-15 02:51:00;2012-05-15 02:56:00;Isabel
526;Ingresar datos vehiculo;2012-05-15 02:37:00;2012-05-15 02:37:00;Isabel
526;Revisar amortiguacion y direccion;2012-05-15 02:39:00;2012-05-15 02:42:00;Luis
526;Revisar gases;2012-05-15 02:39:00;2012-05-15 02:41:00;Juan
526;Revisar luces;2012-05-15 02:39:00;2012-05-15 02:42:00;Paco
526;Recibir pago cliente;2012-05-15 02:41:00;2012-05-15 02:43:00;Isabel
526;Entregar boleta;2012-05-15 02:44:00;2012-05-15 02:44:00;Diego
526;Revisar frenos;2012-05-15 02:45:00;2012-05-15 02:49:00;Hugo
526;Firmar revision tecnica;2012-05-15 02:52:00;2012-05-15 02:52:00;Alejandro
526;Entregar papeles a cliente;2012-05-15 02:55:00;2012-05-15 02:58:00;Diego
527;Ingresar datos vehiculo;2012-05-15 02:38:00;2012-05-15 02:38:00;Isabel
527;Recibir pago cliente;2012-05-15 02:39:00;2012-05-15 02:41:00;Isabel
527;Revisar gases;2012-05-15 02:40:00;2012-05-15 02:42:00;Luis
